,x,y
62630,7.9721813,4.3611965
62696,15.207515,0.26091954
63021,15.178674,-4.391401
63797,7.453924,9.554386
63817,5.6755605,-9.404308
63848,5.775018,4.5963845
64026,11.632628,4.107749
64105,6.7129917,5.431556
64534,10.512028,6.184356
64625,7.1752195,7.2942405
64740,14.880505,0.8251239
64765,5.619124,4.5484867
64779,11.913056,3.3664606
64926,6.2717032,-2.9175432
65019,7.226735,4.823422
65152,15.074668,-4.203884
65165,11.663838,4.2706065
65574,13.898435,1.6798655
65777,7.168403,4.0783515
65830,13.006835,2.901409
65890,7.6834455,8.252324
66044,13.016188,4.067838
66470,10.666759,5.7577815
66572,7.415984,7.654664
66666,-4.428888,-6.736239
66738,14.417487,2.6806498
66964,8.881201,8.804103
66983,12.236231,4.5496535
67233,7.1696415,5.8555713
67368,15.3862,-1.2407663
67652,15.484169,-2.7243369
68082,12.657924,4.571755
68123,15.507765,-2.3053784
68169,8.509518,6.155296
68226,15.076676,-3.8163664
68229,14.439086,2.9439144
68277,15.428625,-1.7065188
68766,0.790978,-4.998629
69685,14.164689,0.57836545
69825,14.055207,3.1706014
69869,8.297935,5.344483
70069,11.832737,6.091773
70102,9.982687,5.833691
70132,9.906767,4.6257606
70308,12.269102,4.375523
70402,7.775909,8.342905
70634,12.296578,5.7445726
70695,7.944664,5.053473
70717,14.899063,-1.4612365
71206,13.710916,3.5882747
71283,15.121819,-1.219592
71563,15.257394,-1.2550708
71788,13.548159,3.031349
71813,6.937951,6.4000854
71846,10.993601,4.214524
71878,9.960901,4.9611077
71985,14.173381,0.04541726
72663,7.3730836,9.776603
72884,12.457518,5.332473
73068,10.611486,5.1487503
73125,6.3789477,8.6961
73246,12.078189,5.6365285
73282,12.303198,2.8628032
73392,15.229758,-3.2310016
74012,8.825102,8.639368
74193,2.2291396,-5.024611
74477,14.609862,2.0976167
74530,7.844824,5.4706635
74753,13.308334,3.1375146
74772,10.993648,6.3282967
74893,10.229921,6.1003366
75032,1.5498059,-7.8972836
75171,12.139106,4.350927
75258,14.338771,-0.70717657
75421,7.7026606,7.555227
75993,15.117196,-2.037102
76027,1.5739095,-5.4637513
76278,7.9107223,9.084383
76444,8.048599,6.0715466
76625,8.538516,5.2734866
76678,3.973715,-4.4759946
77070,6.37882,8.426984
77755,9.479,7.1928363
77824,9.592724,6.8151984
78013,14.926251,-2.7510033
78170,9.94559,4.9366827
78203,2.5024996,-4.2530746
78359,5.7528157,-7.975752
78820,-1.4183321,-8.970212
78911,7.7677703,8.441777
79206,11.74397,5.4915853
79358,4.670762,3.1599767
79367,1.8023949,0.5973718
79540,3.4154541,-5.222734
79700,5.5981507,-2.3222094
79753,8.178515,3.7463408
80298,4.6271873,1.4891855
80305,7.0060835,4.192865
80646,3.075024,4.1778035
80674,4.1861954,-1.7803941
80977,14.927827,-1.9055727
81098,5.398014,4.530143
81124,4.886505,-4.618088
81268,14.146477,2.6076787
81903,3.5659988,2.0112607
82059,4.0731883,0.9834103
82179,3.4772308,3.7113469
82213,0.62991774,-6.497841
82364,5.957139,-8.224461
82665,3.7278614,-0.73525804
82785,4.060016,-0.5322007
82807,3.832238,-0.9426789
83019,5.355469,-0.79797643
83149,14.9571905,-2.4098847
83199,3.8085887,-0.030046891
83263,5.959362,-1.7133334
83571,4.953096,1.3928548
83928,2.6455965,-5.6124887
84184,6.90583,4.001519
84225,0.7416812,-4.225719
84242,5.752967,-9.583021
84365,2.797813,-2.0286999
84454,6.522414,4.247275
84475,2.2378032,1.2924142
84648,1.3966322,-3.7878432
84824,5.5261216,-3.5717688
84864,5.312211,-9.527257
84887,3.4232037,1.2723738
84961,-4.620963,-7.352206
85029,3.136149,3.915309
85267,15.063247,0.20448972
85923,11.642194,4.2373877
86144,3.2258735,4.2744703
86162,5.5895824,-7.8966074
86320,-4.820438,-7.616985
86386,4.605349,0.29043832
86394,0.43203872,-5.3730803
86604,-3.4643455,-6.977274
86721,1.2308321,0.80600345
86840,1.9392731,-5.6567907
86961,3.15303,0.8287919
86994,5.434743,4.477717
87378,-1.100137,-8.97895
87448,3.716247,-3.8241675
87512,2.8828816,0.7694659
87628,2.2023537,-1.647082
87674,4.6710243,-4.393353
87763,5.4706607,-3.6463797
87770,4.265101,4.4055223
88045,3.697516,-4.7792187
88270,3.5185277,0.1421517
88280,1.1563107,2.0937133
88422,1.4633585,-3.4878967
88605,7.823597,4.388335
88759,5.363336,-2.4129133
88821,6.245155,5.470503
88892,3.702492,-1.3251894
89024,6.827898,-2.1976173
89715,5.6080494,4.562345
89726,6.7957997,5.297354
89757,0.85932267,-4.0928044
90004,-1.625359,-7.280235
90178,4.758747,-3.5605104
90373,2.2937033,-4.9141746
90608,-1.0542777,-8.819243
90790,4.1028295,4.0786004
90920,4.8839784,-8.852781
90994,3.6049695,3.0930433
91087,2.158073,0.5389687
91141,5.2090816,-1.9666314
91176,3.43881,3.0972242
91819,3.706159,-0.9581803
92501,4.8039074,-3.2011223
92541,2.42329,1.4878038
92841,13.130578,2.4804702
93191,-1.3919976,-7.516023
93512,6.162156,5.1604285
93604,2.243486,2.228495
93636,-4.525152,-6.856127
93683,-2.4520888,-8.0141325
94252,0.845054,-4.849145
94314,-4.5843306,-6.6659575
94477,6.983334,7.1609955
94955,1.0036856,0.023536483
95061,1.3081152,-5.151211
95341,-4.621943,-6.690982
95376,2.460205,0.77432656
96020,1.8082072,-2.9838564
96317,4.674655,4.044362
96358,3.1319938,1.2947634
96366,2.47227,-4.3165164
96941,5.634139,-8.793386
97072,4.003778,-2.8849814
97178,3.3702455,-0.5046999
97237,4.0927258,-1.9114518
97439,0.792031,-5.3374257
97485,5.6680655,-3.134046
97575,4.5399394,-1.9245052
97591,4.3084226,-0.26768267
97699,6.66297,4.1549788
97716,1.7397722,-2.6746395
97941,4.1679707,-2.351479
98104,6.0333095,-7.9571157
98227,0.2612222,-0.80367
98646,14.468343,2.7830052
98712,-0.72319764,-8.161305
99046,8.478151,6.3968563
99059,4.259749,-4.90899
99286,5.600485,4.5639935
99433,2.9335046,-5.2657933
99448,5.531465,-8.787856
99751,4.5016174,-8.694937
100465,2.768174,-5.3177505
100524,2.080731,-2.2829783
100575,4.043579,-8.598328
100759,5.1068826,4.2524056
100955,5.2130837,-9.527806
101136,5.4227624,-1.4850845
101222,2.9022925,-2.8077948
101404,0.15336072,0.4002346
101418,2.535848,-5.202971
101640,0.021597084,-4.7849197
101731,4.601378,-3.8674564
101732,-4.079267,-7.1615996
101781,4.711166,2.0972757
101894,1.251304,-4.864785
102044,3.2551825,2.6927633
102634,4.0150943,-2.714138
102904,4.666131,3.3212268
103255,5.2018776,-4.583961
103324,4.9892616,-4.1989846
103339,5.0611844,-4.284823
103380,2.8910663,3.1978202
103489,2.3201523,2.082009
103785,4.744542,-1.1791419
103864,-4.314512,-7.044523
104060,3.539455,-2.958589
104082,3.160951,4.2948523
104132,3.2463589,2.1357927
104349,0.7215429,-2.752789
104537,3.738168,-2.1559227
104709,2.9550042,0.45839897
104800,-4.3012624,-7.8058925
105109,5.3515525,-8.355012
105696,2.5835974,0.29624555
105869,3.2534888,-1.6529917
106047,1.6663281,-3.429958
106237,4.984635,-2.9415667
106319,2.3992054,-1.4277389
106347,4.120408,-5.8415337
106474,4.4568505,2.2579527
106762,4.1623025,-1.0106244
107061,5.523933,-9.759336
107287,4.899062,-4.4940333
107580,3.7366676,-0.93449354
107914,4.132544,-0.770666
108481,-0.33885667,-3.4605675
108533,1.5289457,2.6721673
108761,1.7528774,1.0195694
108899,3.6648047,4.2492847
108956,3.444642,-2.3364294
109073,0.6303909,-5.1751337
109091,1.8646849,-2.4611666
109147,1.4447273,-2.9333472
109349,-2.2036946,-8.264261
109540,4.3336086,2.8993866
109815,5.0186095,-2.4545963
110195,4.860678,-3.5537066
110465,3.7682874,-0.67965347
111066,3.1269271,-0.67000556
111087,5.8903995,-9.390527
111575,5.3385806,-9.570904
112087,5.8346915,-3.5536985
112378,2.955387,-2.774961
112398,1.5865442,2.8284042
112572,5.577691,-9.274071
112762,10.039346,4.7323213
112835,4.108511,3.9002597
113211,3.9822931,-3.5237725
113887,2.1912184,-2.4901354
113952,0.26553965,1.1608435
114346,3.3082402,-1.2949259
114536,-4.702527,-6.8815584
114587,3.1531577,-1.7508409
114594,6.934098,4.0274706
114757,5.1747675,-4.02388
114969,2.0949461,-4.7584724
114983,1.8390371,-4.7082357
115013,-4.6612005,-7.761576
115059,-1.0858387,-7.734905
115181,3.903016,-1.1622057
115528,2.804446,0.5424552
115725,2.5352786,-4.1482286
115959,1.9997666,-4.6508193
116017,2.5767426,1.234673
116263,1.5719472,2.2861023
116407,2.6276152,2.5665224
117463,5.8271832,4.5128517
117533,4.962872,4.3562026
117550,4.365869,-4.4272156
118117,3.3656416,0.6832937
118248,3.3987885,-4.8324847
118344,1.9361268,-2.3675902
118471,5.0687957,-4.5888686
118589,4.7726736,-3.966596
118731,3.461304,3.148068
118772,3.8454604,-8.661446
118978,0.44551045,1.5415378
119233,1.415188,2.5040905
119306,3.3889358,-3.2899423
119319,5.5040197,-4.356065
119538,2.6085484,-8.288755
119640,4.951717,-8.852196
119659,3.4782104,-0.26434588
119735,5.8312297,-2.772031
119853,-2.142217,-8.14318
120213,12.273619,3.6963236
120266,3.6084201,-5.1554585
120761,0.6063318,-7.7138767
120792,2.973775,4.105038
120820,2.10394,-2.6012237
120974,3.626623,-8.783382
121164,5.9407797,-9.20363
121315,4.9087434,-9.17735
121623,5.283454,-2.7423894
121816,-4.785448,-7.269991
121863,2.031408,0.97266203
121921,6.49005,10.061223
122088,8.998758,5.831973
122141,6.274973,6.852043
122430,1.78311,-2.5033658
122785,2.6940122,-3.3857813
122787,2.107036,-0.047247544
122812,4.7325673,-9.096746
122818,2.8762693,0.87956554
122922,2.438256,-0.660113
123161,3.4565673,-2.6234748
123223,0.9840647,-0.7622371
123244,2.6135283,1.1251166
123307,0.99318796,-0.98077714
123377,3.5240133,3.8383098
123680,-2.3606777,-7.0988636
123886,8.789535,4.9541235
123908,4.3364925,4.435673
123910,0.6695397,0.9817712
123993,10.168881,3.5392456
123999,0.72861934,-0.11397844
124309,1.2652452,0.19500783
124336,3.5032432,-2.8065195
124340,-3.625499,-6.8896995
124587,-4.3148146,-6.7281394
124645,6.133158,4.353558
124812,0.9758781,1.7275223
124938,1.3012668,-5.2267675
125081,-4.245655,-7.5988293
125148,2.2172866,1.3452343
125797,4.1902595,-4.508317
126017,1.507803,-6.1614895
126091,3.2523844,-1.5430154
126130,3.6609406,1.5621234
126173,-2.6832054,-8.4720335
126493,2.425829,3.7794785
126553,-3.3175974,-8.134154
126620,5.4783373,-8.157726
126646,3.1829524,1.4314024
126816,3.04129,-5.165988
126932,-3.5457134,-8.026362
126959,7.9212575,4.4933596
126972,-0.12918693,-3.7765017
127189,1.7993904,-0.4105719
127262,4.531932,3.77722
127648,7.135123,3.9555306
127708,2.8288388,4.1272287
127729,4.0277963,-4.33173
128316,6.632688,10.457982
128322,1.2746867,-1.8043765
128376,4.2776246,2.7460673
128523,3.913807,-2.0769413
128723,-1.413168,-7.859137
128767,1.1473571,-3.2516472
128977,6.9839034,8.971055
129296,-1.325346,-7.294738
129407,-3.555268,-7.9841757
129431,2.3352,-4.747402
129521,5.566582,-3.0777223
129622,5.0212317,-2.3234143
129753,3.42846,2.1165483
129818,4.0553985,2.4554744
130127,6.0909176,-2.3095329
130230,2.8200104,1.2430269
130339,-2.4101937,-7.1555715
130414,14.601509,1.4365768
130429,1.5697358,1.2514639
130707,13.956942,1.4985527
130747,3.6989155,1.0535767
130906,3.047612,0.084555335
131037,6.676798,-2.152769
131141,5.1150913,-1.4366264
131187,-2.8664567,-7.8611164
131387,4.7271447,1.5246891
131400,4.3555717,2.886805
131462,-1.9780024,-7.05356
131489,0.4216823,-2.6322525
131732,0.8942271,-2.1904569
131747,2.8894367,2.3067923
131796,0.77700263,-4.3345785
131804,3.6561997,-0.8412083
131878,3.7464817,-1.1147759
131892,2.845063,1.5973026
132071,7.0465245,4.1078444
132612,3.1036553,-4.9375353
132896,4.9225926,-8.981052
132955,3.112083,3.574036
132975,5.1770325,-4.0699344
133107,3.3326263,4.31358
133363,4.154744,-8.665372
133413,2.781517,3.4100604
133848,-0.048253365,-4.784834
133897,-1.1550273,-7.917
134274,1.9067492,-1.7076813
134276,15.171489,-3.2686603
134509,-2.334651,-8.366176
134680,6.7663956,5.0532975
134828,12.375511,2.783945
135253,6.005203,-3.6489007
135332,4.111393,2.690909
135616,3.4356391,1.8681663
135683,6.421971,-7.6889415
135747,8.589399,4.1128697
135798,-1.4918966,-8.934638
135838,3.1783395,1.8524975
136153,5.2342463,-4.7709565
136241,1.5677459,0.578738
136315,9.562816,3.7506735
136663,-3.1154563,-6.6700325
136880,6.6216254,7.441391
137059,3.2027738,3.03249
137084,1.1730113,0.78558177
137125,5.4031596,-9.475048
137179,0.53231394,-6.0630245
137181,1.3250252,-1.1534514
137274,7.266399,3.8622973
137331,1.2433218,2.87144
137363,-0.9020188,-6.8638616
137579,-2.646819,-8.272861
137674,3.3972495,-2.9648364
137873,1.529448,-3.006595
138217,5.476855,-3.7206028
138357,5.392198,-2.640824
138521,2.2911034,-2.0502217
138918,-3.8404465,-7.689316
139491,7.280187,5.1476555
139826,-2.91667,-8.082834
139858,4.235247,-1.5542494
139861,2.3043664,-1.4486519
140120,0.9633494,-4.2676167
140167,3.1763344,0.3028883
140200,2.1086037,-2.258172
140259,0.35728636,-4.995468
140444,1.8921257,-0.67499393
140464,-1.3405895,-7.0122604
140611,5.0552845,-9.464749
140658,4.049839,0.6592225
140952,3.9471018,-8.706107
140986,5.5291677,-3.4025602
141111,5.3542757,4.172473
141115,3.176242,-0.012783151
141153,5.656527,-2.913452
141156,0.2674851,-2.3843157
141333,3.5802207,-3.5388691
141358,2.220194,-1.657684
141496,5.0856085,-1.8218296
141616,1.0119263,0.83772504
141657,7.0524297,3.9740078
141950,7.555609,6.2151637
142015,4.9273553,-1.9905251
142093,4.558359,0.1430552
142124,-3.473626,-8.07248
142150,4.042452,-3.5553296
142168,3.9205494,-4.7079043
142211,1.8008374,-4.4769635
142381,1.1928774,-3.2546713
142825,7.648152,3.9520037
142881,5.444285,4.2430577
143087,2.50823,3.594181
143109,4.712612,1.2409707
143439,0.24407984,-0.9653563
143462,-3.394804,-7.6239166
143938,0.46327925,-5.9907265
144092,-1.670347,-8.289972
144096,-1.404684,-9.019888
144135,1.9140425,-1.1381938
144311,-4.6642203,-6.8985033
144569,2.741589,-3.9628577
144629,-4.435614,-6.670335
144971,-3.330078,-7.9922795
145007,2.8292978,-4.1531806
145362,3.3502965,2.7723866
145643,3.3970737,3.6999278
145740,15.176883,-1.3714789
145901,3.6970344,4.0734367
146823,3.243435,0.8247684
147212,-4.7156544,-7.4115267
147327,0.9259669,-4.263506
147546,2.2033184,-0.38199
147550,5.347725,-3.629619
147667,2.2325704,-0.9910982
147742,5.64543,4.298925
148111,4.791417,1.4214387
148196,4.067344,-0.7894242
148373,0.40324175,0.0123698665
148433,4.925179,-8.939556
148585,3.8029437,-0.9892165
148799,1.5753553,1.2297305
148814,2.4481683,2.2005203
148842,3.915626,1.5284227
148942,3.1025178,0.97972995
149105,9.541671,4.9633074
149527,5.943204,-7.8692665
149640,6.112434,5.6515417
149840,4.003103,1.0285233
149990,1.629334,-3.7861135
150171,-0.9119691,-8.396279
150496,1.108752,-0.61779773
150795,5.8477,4.1186104
151783,-1.3455658,-6.9644575
151815,2.9745665,0.48766017
152111,-3.8902185,-7.68727
152161,-1.0854852,-7.5428987
152182,1.0826252,-0.6498576
152455,0.87105626,2.2538204
152669,5.3007016,4.2950916
152760,2.3719208,-5.219318
152891,1.4970632,-2.414162
152895,1.0170046,2.2272048
153018,-1.4950993,-8.818797
153019,-0.3248237,-2.0041015
153242,-1.8033788,-7.132236
